# Verification of campaign reproduction: archived value vs re-fit under 3d7f883,
# env/Manifest.toml (MathOptInterface 1.48.0), seeded sample, seed 20260828.
# Produced by scripts/verify_reproduction.jl. See REPRODUCE.md section 3.
freq,braco,series,smape_gravado,smape_refeito,delta,ordem_gravada,ordem_refeita,status
monthly,-,45741,33.9077,33.9077,0.0,"0,1,1,0,0,0","0,1,1,0,0,0","OK"
monthly,-,35607,5.5567,5.5567,0.0,"0,1,1,0,0,0","0,1,1,0,0,0","OK"
monthly,-,12361,2.2043,2.2043,0.0,"2,1,2,0,1,2","2,1,2,0,1,2","OK"
monthly,-,12307,0.3301,0.3301,0.0,"1,1,1,0,1,1","1,1,1,0,1,1","OK"
monthly,-,41098,7.9742,7.9742,0.0,"0,1,1,0,0,1","0,1,1,0,0,1","OK"
monthly,-,38937,4.8276,4.8276,0.0,"0,1,1,0,1,1","0,1,1,0,1,1","OK"
monthly,-,41926,25.1739,25.1739,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
monthly,-,25102,0.6648,0.6648,0.0,"0,1,1,2,0,0","0,1,1,2,0,0","OK"
monthly,-,11638,0.7756,0.7756,0.0,"2,1,2,2,1,1","2,1,2,2,1,1","OK"
monthly,-,31439,5.5554,5.5554,0.0,"2,0,3,2,1,2","2,0,3,2,1,2","OK"
monthly,-,30115,0.4786,0.4786,0.0,"1,1,2,0,1,1","1,1,2,0,1,1","OK"
monthly,-,42124,2.335,2.335,0.0,"0,2,1,0,0,0","0,2,1,0,0,0","OK"
monthly,-,38205,0.8571,0.8571,0.0,"0,1,2,0,1,2","0,1,2,0,1,2","OK"
monthly,-,45472,16.073,16.073,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
monthly,-,4317,6.7056,6.7056,0.0,"4,1,1,2,0,0","4,1,1,2,0,0","OK"
